"id","artist","genre","grouped_genre","song","lyrics"
148264,"criminal","Metal","Rock_n_Metal","victimized","Blindfolded isolated from reality
Force fed lies truth too black to see
Victimized
Victimized
Paranoid alone among enemies
Tension builds menace and hostility
Victimized
Victimized
Uncertainty no end for this suffering
Tormented truth too black to see
Victimized
Victimized"
290845,"blue-ayster-cult","Rock","Rock_n_Metal","then came the last days of may","Parched land no desert sand, sun was just a dot
And a little bit of water goes a long way, 'cause it's hot
Three good buddies were laughing and smoking in the back
Of a rented ford
They couldn't know they weren't going far
Each one with the money in his pocket
Could go out and buy himself a brand new car
But they all had the money they had
Money they hoped would take them very far
The sky was bright, a traffic light, now and then a truck
And they hadn't seen a cop around all day
They brought everything they needed
bags and scales to weigh the stuff
The driver said the border's just over the bluff
It wasn't until the car suddenly stopped
In the middle of a cold and barren place
And the other guy turned and spilled
Three boys blood, did they know a trap had been lain?"
124957,"fleetwood-mac","Rock","Rock_n_Metal","fighting for madge","[instrumental]"
21567,"flying","Metal","Rock_n_Metal","the road i saw","[instrumental]"
211954,"dallas-smith","Rock","Rock_n_Metal","50 50",""
168277,"blame-sally","Folk","Country_n_Folk","orange",""
196460,"garth-brooks","Country","Country_n_Folk","winter wonderland","Over the ground lies a mantel of white
A heaven of diamonds
Shine down through the night
Two hearts are thrilling
In spite of the chilling weather . . .
Sleigh bells ring, are you listening
In the lane, snow is glistening
A beautiful sight, we're happy tonight
Walking in a winter wonderland
Gone away is the bluebird
Here to stay is a new bird
He sings a love song, as we go along
Walking in a winter wonderland
In the meadow we can build a snowman
And pretend that he is Parson Brown
He'll say, are you married, we'll say, no man
But you can do the job while you're in town"
280549,"dark-throne","Metal","Rock_n_Metal","the beast","Elapsed Chainless Activity
Timeless Contradiction
Born Without Flesh
Stand - Still Movement
Nothing is In Perspective
Smashing Ground
Conscious, Aware...
Mindflight Fully Digested
Consequences Beyond Rational
- Thought
Aming of the Featherless
For it is Bournd to existence
Sources Floating - Shimmering
- Events, That Make the Warrior
Proud
BlackHole Invulnerability
Black Flames Gallantly Dancing
Threading Human Soil
Sworn to Intoxicate the
- Planet
Magnituede Unvieled
Profused Tailored Terror
Forlorn Hope
Locked Behind Crumbled Doors
Impoverished Life
Desolated Globe"
93338,"flatt-and-scruggs","Country","Country_n_Folk","gentle on my mind","I can't sleep and I can't eat all I do is sit and cry
And listen for your footsteps at my door
I keep asking myself why that you ever said goodbye
And I guess I've cried a million tears or more
On my mind on my mind
You're always in my heart and on my mind
Once I thought my love would die darling here's what I find
You're always in my heart and on my mind
Seems I miss you most of all when the twilight shadows fall
What a fool I was to ever let you go
If longing for you now could only bring you back somehow
You'd be here in these loving arms I know"
253784,"front-line-assembly","Metal","Rock_n_Metal","euphoria","(lyrics written and sung by Jaqui Hunt)
And how I've loved
And I have served
And I have sinned
But I have learnt
As long as you are true to the life that you live
It is the time to feel love
I feel a stirring deep within
Slowly picking up momentum
Like the tide coming to shore
Over and under in its course
This feeling emblazed inside
Every nerve like a firefly
Hovering above me, glowing
Glow, glowing, glowing, divine
Every nerve like a firefly
Every nerve like a firefly
This feeling emblazed inside
Every nerve like a firefly
I never want to lose
What I have finally found
There's a requiem, a new congregation
And it's telling me go forward and walk under a brighter sky
Every nerve like a firefly
Glowing diving
Every nerve like a firefly
Glow"
19807,"dismal-euphony","Metal","Rock_n_Metal","in remembrance of a shroud","[Music & Lyrics by Kristoffer Austrheim]
We who run from the presence of the sun
By the voived bitter gleam chasing darkness like a dream
All with weary tasks fordone 'scape the serpents tounge
All with weary tasks fordone 'scape the serpents tounge
To catch the shadow, let the substance fall
(in remembrance of a shroud)
Like the sun's bright beam entangled in melancholy
(in remembrance of a shroud)
Entangled in the black roars of an image's stream
(in remembrance of a shroud)
Of an-of an-of an image's stream
(in remembrance of a shroud)
Now i find hideousness in mind shall i disturb this hallowed house ?
I have been sent with dusk before to sweep the dust behind the door
I have been sent with dusk before to sweep the dust behind the door
Put the wretch that lies in woe in remembrance of a shroud
the match agreed - with flames admired"
18536,"celtic-woman","Folk","Country_n_Folk","the wexford carol","Good people all, this Christmas time
Consider well and bear in mind
What our good God for us has done
In sending His beloved Son
With Mary holy we should pray
To God with love this Christmas day
In Bethlehem upon that morn'
There was a blessed Messiah born
Near Bethlehem did shepherds keep
Their flocks of lambs and feeding sheep
To whom God's angels did appear
Which put the shepherds in great fear
""Arise and go"", the angels said
""To Bethlehem, be not afraid
For there you'll find this happy morn'
A princely Babe, sweet Jesus born""
With thankful heart and joyful mind
The shepherds went that Babe to find
And as God's angel had foretold
They did our Savior Christ behold
Within a manger He was laid
And by his side the Virgin maid
As long foretold upon that morn'
There was a blessed Messiah born"
345592,"chet-atkins","Country","Country_n_Folk","vaya con dios",""
338975,"cliff-richard","Rock","Rock_n_Metal","scarlet ribbons","I peeked in to say good-night,
When i heard my child in prayer.
And for me some scarlet ribbons,
Scarlet ribbons for my hair.
All the stores were closed and shuttered,
All the streets were dark and bare.
In our town no scarlet ribbons,
Not one ribbon for her hair.
through the night my heart was aching,
Just before the dawn was breaking.
I peeked in and on her bed,
In gay profusion lying there,
Lovely ribbons, scarlet ribbons,
Scarlet ribbons for her hair.
If i live to be a hundred,
I will never know from where.
Came those lovely scarlet ribbons,
Scarlet ribbons for her hair."
15253,"alanis-morissette","Rock","Rock_n_Metal","all i really want","Do I stress you out
My sweater is on backwards and inside out
And you say how appropriate
I don't want to dissect everything today
I don't mean to pick you apart you see
But I can't help it
There I go jumping before the gunshot has gone off
Slap me with a splintered ruler
And it would knock me to the floor if I wasn't there already
If only I could hunt the hunter
And all I really want is some patience
A way to calm the angry voice
And all I really want is deliverance
Do I wear you out
You must wonder why I'm so relentless and all strung out
I'm consumed by the chill of solitary
I'm like Estella
I like to reel it in and then spit it out
I'm frustrated by your apathy
And I am frightened by the corrupted ways of this land
If only I could meet the Maker
And I am fascinated by the spiritual man
I am humbled by his humble nature
What I wouldn't give to find a soul mate
Someone else to catch this drift
And what I wouldn't give to meet a kindred
Enough about me, let's talk about you for a minute
Enough about you, let's talk about life for a while
The conflicts, the craziness and the sound of pretenses
Falling all around, all around
Why are you so petrified of silence
Here can you handle this?
Did you think about your bills, your ex, your deadlines
Or when you think you're gonna die
Or did you long for the next distraction
And all I need now is intellectual intercourse
A soul to dig the hole much deeper
And I have no concept of time other than it is flying
If only I could kill the killer"
89936,"detroit","Country","Country_n_Folk","glimmer in your eyes","Come here my love
Right beside me
Oh I yearn for you to be
Endlessly burning near me
The everlasting seconds of twilight
Surround us briefly
And the rift between two worlds
Increases dangerously
Amid the whirlwind and commotion
I find myself losing control
The ground has shattered into pieces
But then I remember
That soothing glimmer in your eyes
Amid the whirlwind and commotion
I find myself losing control
The ground has shattered into pieces
But then I remember
That soothing glimmer in your eyes
You're far away
Then my night becomes your day
It's getting harder to recall
If we're still leading the same fight
Sometimes I wonder
Where are you
My intuition varies
Am I or am I not alone
You just say you're always with me
But how can I stop the fantasy
When it's on ?
Amid the whirlwind and commotion
I find myself losing control
The ground has shattered into pieces
But then I remember
That soothing glimmer in your eyes
Amid the whirlwind and commotion
I find myself losing control
The ground has shattered into pieces
But then I remember
That soothing glimmer in your eyes
Who could think that you could save me with just a glimpse
So deeply carved in my mind
(and it begs the question)
What about you
Or is it only me ?
Amid the whirlwind and commotion
I find myself losing control
The ground has shattered into pieces
But then I remember
That soothing glimmer in your eyes
Amid the whirlwind and commotion
I find myself losing control
The ground has shattered into pieces
But then I remember
That soothing glimmer in your eyes"
338537,"def-leppard","Rock","Rock_n_Metal","last dance","Do you remember
When we used to dance?
Lighting up the universe
Living life for what it's worth
We took a chance
Do you remember
When we used to sing?
Shooting stars across the sky
A fire that would never die
It was everything
It was all that we wanted
And there was everything we'd need
We were gonna live forever
'Cause we believed
Do you remember
When we used to play?
We were right and we were wrong
Dancing to a different song every day
We were gonna live forever
Is this our last chance?
Is this our last try?
Is this our last dance
Before we turn around
And say goodbye?
Do you remember
When we used to dance?"
310111,"bobby-bare","Country","Country_n_Folk","little bit later on down the line","I remember the time she used to be mine
But just a little bit later on down the line she said bye bye try not to cry
See you just a little bit later on down the line
See when I was born she was goin' on ten
And on the day that I was to make her mine
She said it's not right so I'm leaving tonight
See you just a little bit later on down the line
She said babe it ain't that I don't love you
It's just that road is long and there's a lot you've got to see
But today I heard it said she got herself wed
They say he looked her age and she looked fine
My one love is gone why was I born just a little bit later on down the line
Just a little bit later on down the line"
155337,"gerry-rafferty","Rock","Rock_n_Metal","i get by","Woke up this morning
I got out of bed
Too late to go to work
Walked my dog instead
I don't try too hard
But I get by
You don't have to tell me
Got a lot to learn
Think I gonna last
At your own back and term
I don't try too hard
But I get by
Yes! Yes! Yes!
You sit there with your fancy cigar
And you think I got it made yer
I don't want no fast car
Oh!Oh!Oh!
I'm never ready
Don't have to wait
Everybody know
I'm bound a get there late
I don't try too hard
But I get by
Hey! Lord!
You sit there with your fancy cigar
And you think I got it made yer
I don't want no fast car
Oh!Oh!Oh!
I'm never ready
Don't have to wait
Everybody know
I'm bound a get there late
I don't try too hard
But I get by
Woo!
I don't try too hard
Oh! Yer
Later
Later
Written by: Joe Egan"
199519,"aura-noir","Metal","Rock_n_Metal","merciless","Troops are thrashing onwards
To rape all holy land
Seek victims as the sun descends
Damnation is at hand
The sound of killing
Threatens the weak
Slashed wrists greet us
Blasphemous fiends
Merciless
Merciless
We don't oppose evil
We are
We don't oppose evil
We are merciless
[Incomprehensible]
Merciless
Graced submissive rectified force
Raining daggers open death's doors
We don't oppose evil
We are
We don't oppose evil
We are [Incomprehensible]"
119396,"deafheaven","Metal","Rock_n_Metal","windows",""
197513,"angels","Rock","Rock_n_Metal","hide your face","The man you all expected
Was never to be
Become a junkie, become a walking souvenir
Become a weatherproof genie
You wanted something so bad, out in the rain
I need action, I need time to get away
Where no one can see me
You can hide your face
You can hide your face away
When you're out in the rain
And you leave no trace
You know you can hide away
It ain't hard to see, somethings growing inside
The beast has been born
And he's looking at me
You can save your dreams of glory
They don't pay no bills
Never see sixteen again, never get your fill
You can hide your face
You can hide your face away
When you're out in the rain
And you leave no trace
You know you can hide away"
30674,"bebo-norman","Rock","Rock_n_Metal","where the trees stand still","Everyone it seems
Is looking for the grass that's greener here
And through my window pane
The scenery flies by and disappears
So tell to me the secret
That won't let the memories fade away
Until I am home again, where the trees stand still
Yesterday it seems
I traveled in a younger man's clothes
Living out this dream
And wandering through fields of touch and go
Moving on forever
Watching the distance fade away
But now I just want to land, where the trees stand still
All this time
On this line
Here then I am gone
Tonight I want a life
Where the faces are the same most every day
Tonight I want a wife
To sit with me and watch our children play
All the world between us
Watching the years fade away
And when the laughing's done, we'll watch the trees stand still
Everyday, where the trees stand still
We will make a home, where the trees stand still"
299604,"the-butterfly-effect","Rock","Rock_n_Metal","before they knew","Were you holding father's hand?
Did your mother bleed
And Understand
How your whole life slipped away?
Fading under grade
Did the world around you fail?
And were you hiding for us all to see?
Did the world around you fails
When it all comes down on me
Is it dark within your mind?
Does your body ache for love sometimes?
Is it cold within your room?
Did you pray they'd come back with you?
Did the world around you fail?
When it all come down on me
The answer's
Always here
Beneath your skin
I'm not
Coming down
Does it feel like this?
Sometimes
When the world stops turning
Long before they knew
Does it feel like this?
Sometimes
When it all stops working
Now
It's alright
It's alright
It's alright we don't have to think about it
It's alright
It's alright
It's alright we don't have to talk about it
Ahuh, ahuh, ahuh we don't have to think about it
Ahuh, ahuh, ahuh we don't have to talk about it
Talk about it
It's all you ever need
The answer's
Always here
Beneath your skin
I'm not
Coming down
Does it feel like this?
Sometimes
When it all stops working
Long before they knew
Does it feel like this?
Sometimes
When the world stops turning around
It's alright
It's alright
It's alright
It's alright now
It's alright
It's alright now
It's alright"
79021,"the-body","Metal","Rock_n_Metal","the myth arc",""
217761,"gordon-lightfoot","Folk","Country_n_Folk","ballad of yarmouth castle","Well, it's four o'clock in the afternoon
And the anchors have been weighed
From Miami to Nassau
She's bound across the waves
She'll be headin' south through Biscayne Bay
Into the open sea
Yarmouth Castle, she's a-dyin' and don't know it
Now the many years she's been to sea
She's seen the better times
She gives a groan of protest
As they cast away her lines
And the grumble of her engines
And the rust along her spine
Tells the Castle she's too old to be sailin'
But the sands run out within her heart
A tiny spark glows red
It smolders through the evening
There's laughter overhead
Now the dinner's served and the cards are dealt
And the drinks are passed around
Deep within the fire starts a-burnin'
Now it's midnight on the open sea
And the moon is shinin' bright
Some people join the party
And others say goodnight
There's many who are sleepin' now
It's been a busy day
And a tiny wisp of smoke is a-risin'
""Oh Lord,"" she groans, ""I'm burning
Let someone understand""
But her silent plea is wasted
In the playin' of the band
Everybody's dancin' on her deck
And they're havin' such a time
And a voice says, ""Shut up and deal, I'm losin'""
Deep within the Yarmouth Castle
The fire begins to glow
It leaps into the hallways
And climbs and twists and grows
And the paint she wore to keep her young
Oh Lord, how well it burns
And soon that old fire is a-ragin'
Up beneath the bridge it's climbin' fast
The captain stands aloft
He calls up to the boatswain, says
""Boatswain, we are lost""
For the ragged hoses in the racks
No pressure do they hold
And the people down below will soon be dyin'
All amidships, oh she's blazin' now
It's spreadin' fore and aft
The people are a-scramblin'
As the fire blocks their path
The evil smoke surrounds them
And they're fallin' in their tracks
And the captain in his lifeboat is a-leavin'
Oh then the ship, Bahama Star
Comes steamin' through the night
She sees the Castle blazin'
And 'tis a terrible sight
""Jump down, jump down"", the captain cries
""We'll save you if we can""
Then the paint on his funnels is a-fryin'
""God help the ones who sleep below
And cannot find the way
Thank God for those we rescue
Upon this awful day""
Now the heroes, they are many
But the times are growin' slim
And now from stern to bow, she's a-blazin'
Oh the Yarmouth Castle's moanin'
She's cryin' like a child
You can hear her if you listen
Above the roar so wild
Is she cryin' for the ones who lie
Within her molten sides?
Or cryin' for herself, I'm a-wonderin'
But the livin' soon were rescued
The ones who lived to tell
From the Star they watched her
As she died there in the swells
Like a toy ship on a mill pond
She burned all through the night
Then slipped beneath the waves in the mornin'"
109606,"death","Metal","Rock_n_Metal","symbolic","I don't mean to dwell
But I can't help myself
When I feel the vibe
And taste a memory
Of a time in life
When years seemed to stand still
I close my eyes
And sink within myself
Relive the gift of precious memories
In need of a fix called innocence
When did it begin?
The change to come was undetectable
The open wounds expose the importance of
Our innocence
A high that can never be bought or sold
Symbolic acts, so vivid
Yet at the same time
Were invisible
Savor what you feel and what you see
Things that may not seem important now
But may be tomorrow
Do you remember when
Things seemed so eternal?
Heroes were so real...
Their magic frozen in time
The only way to learn
Is be aware and hold on tight
I close my eyes
And sink within myself
Relive the gift of precious memories
In need of a fix called innocence
When did it begin?
The change to come was undetectable
The open wounds expose the importance of
Our innocence
A high that can never be bought or sold
Symbolic acts, so vivid
Yet at the same time
Were invisible"
281174,"ben-folds-five","Rock","Rock_n_Metal","crosstown traffic","You jumped in front of my car
When you, you don't wanna jive.
Ninty miles an hour, girl, is the
Speed I drive.
You tell me it's alright,
You don't mind a little pain
And all you want me to do
Is a take you for a drive
You're just like
Crosstown traffic, so hard to get through to you now now yeah
Crosstown traffic, always runnin over you child child hey
Crosstown traffic, what you do is slow me down
When I got better things on the other side of town
Now I'm not the only soul who's
Accused of hit and run child
Tire tracks all across your back
I can , I can see that you had your fun now
Darlin' can't you see my signals turn from green to red
And with you I can see a traffic jam
Straight up ahead
You're just like
Crosstown traffic, so hard to get through to you now now hey
Crosstown traffic, always runnin over you child
Crosstown traffic, all you do is slow me down
When I got better things on the other side of town
Oh oh oh!
Yeah yeah
Crosstown traffic
Oh oh oh oh oh ahh ahh ahh ahh ahh ahh
Crosstown traffic
Oh oh oh yeah
Crosstown traffic
Oh oh oh oh oh oh oh oh oh"
201809,"bob-dylan","Rock","Rock_n_Metal","new morning","Can't you hear that rooster crowin'?
Rabbit runnin' down across the road
Underneath the bridge where the water flowed through
So happy just to see you smile
Underneath the sky of blue
On this new morning, new morning
On this new morning with you
Can't you hear that motor turnin'?
Automobile comin' into style
Comin' down the road for a country mile or two
So happy just to see you smile
Underneath the sky of blue
On this new morning, new morning
On this new morning with you
The night passed away so quickly
It always does when you're with me
Can't you feel that sun a-shinin'?
Ground hog runnin' by the country stream
This must be the day that all of my dreams come true
So happy just to be alive
Underneath the sky of blue
On this new morning, new morning
On this new morning with you"
153110,"charlie-louvin","Country","Country_n_Folk","to tell the truth i told a lie","Everyone has heard me say I don't miss her much today
Cause there's so much more to do than sit and cry
I said many times before I don't love her anymore but to tell the truth I told a lie
It feels so good to get it off my conscience to admit that she's still on my mind
I've tried keeping inside all the bitter tears I've cried
Oh I just laughed it up or at least I gave it a try
Oh when I thought I was at my best I sat and thought of her less and less
But to tell the truth I told a lie
It feels so good to get it off my conscience to admit that she's still on my mind
When I thought I was at my best"
331653,"clancy-brothers","Folk","Country_n_Folk","johnny mceldoo","There was Johnny McEldoo and McGee and me
And a couple of two or three went on the spree one day
We had a bob or two, which we knew how to blew
And the beer and whiskey flew and we all felt gay
We visited McCann's, Maclaman's, Humpty Dan's
We then went into Swan's, our stomachs for to pack
We ordered out a feed, which indeed, we did need
And we finished it with speed, but we still felt slack
Johnny McEldoo turned red, white and blue
As a plate of Irish stew he soon put out of sight
He shouted out ""Encore!"" with a roar for some more
That he'd never felt before such a keen appetite
We ordered eggs and ham, bread and jam, what a cram
But him, we couldn't ram, though we tried our level best
For everything we brought, cold or hot, mattered not
It went down him like a shot and he still stood the test
He swallowed tripe and lard by the yard, we got scarred
We thought it would go hard when the waiter brought the bill
We told him to give o'er, but he swore he could lower
Twice as much again and more before he had his fill
He nearly supped a trough full of broth says McGragh
""He'll devour the tablecloth if you don't hold him in""
When the waiter brought the charge, McEldoo felt so large
He began to shout and barge and his blood went on fire
He began to curse and swear, tear his hair in despair
To finish the affair, called the shop man a liar
The shop man, he through out and no doubt, he did clout
McEldoo he kicked about like an old football
Tattered all his clothes, broke his nose, I suppose
He would have killed him with a few blows in no time at all
Mceldoo began to howl and to growl, by my soul
Through an empty bowl at the shop keepers head
It struck poor Mickey Flynn, took the skin from his chin
An erection did begin and we all fought and bled
The peelers did arrive, man alive, four or five
At us they made a dive for us all to march away
We paid for all the mate that we ate, stood a trait
And went home to ruminate on the spree that day"
31848,"doc-watson","Country","Country_n_Folk","smoke smoke smoke","Now I'm a fellow with a heart of gold
With the ways of a gentleman I've been told
A kind of a fellow that wouldn't even harm a flea
But if me and a certain character met
That guy that invented the cigarette
I'd murder that son of a gun in the first degree
That ain't that I don't smoke myself
And I don't reckon they'll injure your health
I've smoked 'em all my life and I ain't dead yet
But nicotine slaves are all the same
At a pheasant party or a poker game
Everything's gotta stop when they have that cigarette
Smoke smoke smoke that cigarette
Puff puff puff
And if you smoke yourself to death
Tell St Peter at the Golden Gate
That you hate to make him wait
But you just gotta have another cigarette
Now at a game of chance the other night
Ol' Dame Forson wasn't doin' me right
Them kings and queens just kept on comin' round
Well I got a full and I bet it high
But my plug didn't work on a certain guy
He just kept a risin' and a layin' that money down
He's raise me and I'd raise him
I sweated blood I had to sink or swim
He finally called and he didn't raise the bet
I said ""aces is full pal how about you?""
He said ""I'll tell you in a minute or two
But I just gotta have another cigarette""
Smoke smoke smoke that cigarette
Puff puff puff
And if you smoke yourself to death
Tell St Peter at the Golden Gate
That you hate to make him wait
But you just gotta have another cigarette
The other night I had a date with
The cutest gal in the fifty states
A high bred uptown social little dame
She said she loved me and it seemed to me
That things were like they ought a be
So hand in hand we strolled down Lover's Lane
She was oh so far from a chunk of ice
And our smoochin' party was a goin' real nice
So help and I think I'd of been there yet
But I give her a hug and a little squeeze
And she said ""Willie excuse me please
But I just gotta have another cigarette""
Smoke smoke smoke that cigarette
Puff puff puff
And if you smoke yourself to death
Tell St Peter at the Golden Gate
That you hate to make him wait
But you just gotta have another cigarette
Smoke smoke smoke that cigarette
Puff puff puff
And if you smoke yourself to death
Tell St Peter at the Golden Gate
That you hate to make him wait
But you just gotta have another cigarette
Just gotta have another cigarette"
271107,"g-g-allin","Rock","Rock_n_Metal","tough fuckin shit","Well last night I was drinking up and tripping too
Hanging out in every bar in the same old city street
Well fucking around with sluts and whores is nothing new
But don't fuck with us, 'cause we're gonna fuck with you
We're just slut's and living, like scumfuc alley trash
So if we piss you off that's just... TOUGH FUCKIN' SHIT!
Well I can't get a job and I'm ugly and I'm no good
Hey my shit stinks and Tammy's got big tits
Well the law is always on my ass, I'm on their list (Suck my dick!)
And I like to cut myself with broken glass
We're just sluts and living, like scumfuc alley trash
So if we piss you off that's just... TOUGH FUCKIN' SHIT!
Well I hate my family, they can all go suck my ass
Everyone hates my guts and wants to kill me
Well I'd just like to slit some throats and watch you die
My revenge is my reality, so don't fuck with me
'Cause we're just sluts and living, (Yea!) like scumfuc alley trash
So if we piss you off that's just... TOUGH FUCKIN' SHIT!"
93267,"flatt-and-scruggs","Country","Country_n_Folk","wabash cannonball","From the great Atlantic ocean to the wide Pacific shore
From the green old flowing mountains to the south down along the shore
She's mighty tall and handsome, she's known quite well by all
The regular combination on that Wabash Cannonball
Listen to the jingle, the rumble and the roar
As she glides along the woodland o'er the hills and by the shore
Hear the mighty rush of the engine, hear the lonesome hobo's call
As you ramble across the country on that Wabash Cannonball
Well, the eastern states are dandy, most people always say
From New York to St. Louis and old Chicago by the way
To the hills of Minnesota where them rippling waters fall
No changes need be taken on that Wabash Cannonball
Listen to the jingle, the rumble and the roar
As she glides along the woodland o'er the hills and by the shore
Hear the mighty rush of the engine, hear the lonesome hobo's call
As you ramble across the country on that Wabash Cannonball
Here's to Daddy Claxton, may his name forever stand
In the hills of Tennessee many places throughout the land
When his earthly race are over and them curtains 'round him fall
[Incomprehensible] him back to Dixie on that Wabash Cannonball
We came down to Nashville on a warm November day
As we rolled into that station I heard somebody say
There's a boy from Carolina, they're wide and fat and tall
They came down to pick us a few, they rode the Wabash Cannonball
Listen to that jingle, the rumble and the roar
As she glides along the woodland o'er hills and by the shore
Hear the mighty rush of the engine, hear the lonesome hobo's call
As you ramble across the country on that Wabash Cannonball"
67880,"eddy-arnold","Country","Country_n_Folk","yesterday when i was young","YESTERDAY WHEN I WAS YOUNG
Writers Charles Aznavour, Herbert Kretzmer
Yesterday when I was young the taste of life was sweet as rain upon my tongue. I teased at life as if it were a foolish game, the way the evening breeze may tease a candle flame. The thousand dreams I dreamed, the splendid things I planned I always built alas on weak and shifting sand. I lived by night and shunned the naked light of the day and only now I see how the years ran away. Yesterday when I was young so many drinking songs were waiting to be sung, so many wayward pleasures lay in store for me and so much pain my dazzled eyes refused to see. I ran so fast that time and youth at last ran out, I never stopped to think what life was all about and every conversation I can now recall concerned itself with me and nothing else at all. Yesterday the moon was blue and every crazy day brought something new to do. I used my magic age as if it were a wand and never saw the waste and emptiness beyond. The game of love I played with arrogance and pride and every flame I lit too quickly quickly died. The friends I made all seemed somehow to drift away and only I am left on stage to end the play. There are so many songs in me that won't be sung; I feel the bitter taste of tears upon my tongue. The time has come for me to pay for yesterday when I was young."
218810,"death-in-june","Folk","Country_n_Folk","heaven street",""
129388,"dolly-parton","Country","Country_n_Folk","sweet rachel ann","Sweet Rachel Ann sweet Rachel Ann when are you ever coming home
Sweet Rachel Ann we've waited here through many seasons now
We've waited here but you have not returned
When you left you promised us that you'd return someday
We miss you and our love for you still burns
Our little girl who longed to see the world beyond these hills
Sweet Rachel Ann you felt you had to go
The autumn wind again has blown the last leaves from the trees
Making room for winter's ice and snow
Sweet Rachel Ann sweet Rachel Ann oh how we miss you since you've gone
Sweet Rachel Ann sweet Rachel Ann when are you ever coming home
[ ac.guitar ]
Spring had kissed the earth again wait what's that I see
Is it someone running up the path
Oh wait a minute could it be Rachel is that you
Sweet Rachel Ann have you come home at last
Rachel I hardly recognize you now you look so tired and thin
Sweet Rachel Ann you're different than before
And that world that lies beyond these hills well it's hurt you Rachel Ann
But now you're home and nothing's gonna ever hurt you not anymore
Sweet Rachel Ann sweet Rachel Ann our love will make you good as new again
Sweet Rachel Ann sweet Rachel Ann
At last you have come home sweet Rachel Ann Rachel Ann"
244215,"blackstar","Rock","Rock_n_Metal","beautiful","[mos def, kweli, background singers]
(yes you areee, you're so beautiful)
fantastic
(on your knees)
absolutely fantastic
(in my life)
absolutely fantastic
(on my feet)
all the world fantastic
(beautiful)
absolutely fantastic
(come to meee)
*quietly*(scientifically, scientifically)**
fantastic
(down again, so we'll wash it over me)
fantastic x3
[Kweli]
Tell the world
[Mos Def]
I dreamt that I could paint you in words
but there were no colors, bright enough
black or white enough
blue or green enough
it didnt mean enough
you are the star to touch the earth
shine bright for all eyes to see,
radiate and touch me
now Im shining like you do
it was dim before I knew you
bright light for weeping eyes to get used to
trust who? thats some shit I had to adjust to
soon as you relax they ease back and cold bust you
love murdered in Brooklyn, sound the alarm
but you still remain calm
my passion is unarmed
I try to practice my warlike tactics
but in your clutch, in your touch
my armor, just collapses
such bliss breeds obliviousness
I recollect sweet breath still wet on my lips
my prayers this:
God protect my beloved
and keep her covered
from the valley to the summit
like the land undiscovered
like the stars outnumbered, you are so beautiful.
(chorus) background singers [kweli & Mos Def]
beautiful
[im doing my best so i can be true to you]
on your knees
[aint nothin in this world i wouldnt do for you]
in my life
[you're my everything more than ever and usual]
on my feet
[like the stars outnumbered you are so beautiful]
beautiful
[you shine so very far from where i stand]
come to me
[from a distant land understand who i am]
down again, we can wash it over me.]
(Talib Kweli)
You know what!
they say that beauty's in the eye of the beholder
so I use my third, and now our love is solid like a boulder
wanna build with you as I get older, and thats my word
sure as I stand on my ancestor's shoulders
you see through my drama and my world like a stage
not the same years but livin in the same age
its the KWELIty not the quantity
follow me
def-in-ate-ly,
far from probably.
got to be, you and me
beau-ti-ful-ly fit,
like pieces of a man I used to be
now Im back because of what you do to me
you're like my reflection
the better half to my whole
like lyrics to the beat
you're the mate for my soul
the breath for my life, my sister and my lover
used to have cold feet, now you're the warmth under my covers
I cant ignore your aura because it grab me by the hand
like the moon pull the tide (mos & kweli)and the tide pull the sand
(2nd chorus) [mos & kweli]
[go head baby baby sing that song what]
ooooooooh
[alright, yeah, we feelin it, go ]
soooo beautiful
[go head baby baby sing that song]
that dream that'll be, so beautiful
[alright, yeah, we feelin it, go ]
[go head]*fades out*
i wanna say ohhh clearly, that i love you, aloud
oooooh the love you give, all the love you give to me
ooh
ooooooh my days and niiiiights were lonely
and its soooo beautiful
i know i have a friend that i can talk to yeaaah
ohh you're so beautiful.
(mos def & Kweli) ... Note: they switch off after a few bars, and trade it back and forth. you'll get the idea if you listen to the song.....
(mos) because you're fruitful
(mos & kweli) beautiful, smart, lovable, huggable, doable like art, suitable to be part of the
(kweli) Cosmos! with my eyes closed i see you clearly
(mos & kweli) combine lifetimes with like minds your love light shine
(mos) bright! the apple of my eyesight, the tender kiss that whet my appetite
my mighty aphrodite, the flame that ignite me
(mos & kweli) your name just excite me, your eyes so alive they invite me 'cause you
(kweli) are so beautiful, you dont even know, the length i would go, to make absolutely sure you is respected and protected
(mos & kweli)and never neglected, i hope my prayers is accepted that you always
(mos) will be watched over, and never rocked over, and if you need me to ill stop over to check on you, i never jet on you.
(mos & kweli) i know a lot of foolish cats that slept on you, but what *background singers enter* im gonna do is be
(kweli) totally committed, if you need me ill be hotter than a new york minute with a hundred percentage from the start to the finish
(mos & kweli)because the vibe that you give
(mos) leave me so replenished, its a new beginning, this is serious business. got my heart and soul in it, its the way that im livin. let it be noted that devotedness gon always prevail. the newly risen truly livin
(mos & kweli) universal for real, its like that ya'll.
beautiful
(on your knees)
you're the only love i know
beautiful
(in my life)
you're the only love that knows
beautiful
(on my feet)
you're the reason why im here
beautiful
(come to me)
you're the reason why i want to give you everything
for my love."
