"id","artist","song","lyrics"
120179,"cseh-tamxi-xi","dal a ravaszdi shakespeare williamrrthl song of wily william","(Cseh Tams - Beremnyi Gza)
Hol volt s hol nem volt Dniban,
egy kirlyfi, aki egy szp napon,
hogy leplezze titkt, mely rosszra vinn,
bolondot mmelt, borzalom!
Bolondok kztt gy lvn jzan,
mrgezett kardba tkztt,
s trnjba nyugodt urak beltek,
szkelvn bke s harc kztt.
Am e kirlyfi gy hala meg,
hogy adnak nki dszsrhelyet,
s eme srt, borzalom,
lthatni ma is a sznpadon.
E kies hazban mutass nekem
egy oly nagy ravaszt, mint Shakespeare William,
E kies hazban mutass nekem
egy oly nagy ravaszt, mint Shakespeare William.
Egy stt jjel neje nyaknak
helyezte kezt egy mr vezr,
s belle vgn a szuszt kinyomta,
a ltvnyt gy nem zavarta vr.
Ltjtok micsoda kacskaringk
jellemzik szvnk tjait?
Vacogva sandtunk tkreinkbe,
hol a kulcs, mely minden zrt kinyit?
Itt llunk gy, mint a mr vezr,
magunk kifosztva msokrt,
itt llunk s a sznk nyitva van,
hogy ez aztn tud, ez a Shakespeare Viliam!
E kies hazban mutass nekem
egy oly nagy ravaszt, mint Shakespeare William,
E kies hazban mutass nekem
egy oly nagy ravaszt, mint Shakespeare William.
Valszertlen ppot a hton
valszerv tenni kell,
mghozz gy, hogy vilgnak htt
hajltni kell egy ppig el.
s ha e gigszi gerinc is hajlik,
Richrdnak ppja nagy mintt kvet,
meggrbedt idben meggrbedt frfi
legels divat m gy lehet.
Viszket httal bmuljuk t,
idk hajlst felismert,
mert Richard kirly a nagy vg eltt
ngy felvonsra divatba jtt.
E kies hazban mutass nekem
egy oly nagy ravaszt, mint Shakespeare William,
E kies hazban mutass nekem
egy oly nagy ravaszt, mint Shakespeare William.
s tkrnk sztszrt szilnkjait
Shakespeare r ragasztja, foltozza itt.
Mi llunk s a sznk nyitva van,
hogy miket tud ez a Shakespeare Viliam...
E kies hazban mutass nekem
egy oly nagy ravaszt, mint Shakespeare William,
E kies hazban mutass nekem
egy oly nagy ravaszt, mint Shakespeare William.
William!
Transcribed by IITI"
191649,"annihilator","nothing to me","You really got me screaming
You got a lot of nerve
All the using and abusing
Taking what you don't deserve
So tired of the commotion
You think it's all for free
I'm just going through the motions
But you mean nothing to me
You can't slide the shit by me
I've seen it all before
Just try to push a little harder
I'll kick you right out the door
I'm getting tired of your emotions
You think the ride's for free
I'm just going through the motions
But you mean nothing to me"
159645,"dottie-west","mama you d have been proud of me","The one I love so much told me goodbye it hurt so much but I didn't cry
I let a smile hide my misery mama you'd have been proud of me
Yesterday I thought to him just like a friend smiled and asked him how he'd been
Said I hope you're happy as can be mama you'd have been proud of me
And if you could have seen me today I'd smile and laugh in my old carefree way
They thought that I was like I'd like to be mama you'd have been proud of me
Mama you'd have been proud of me"
116729,"dawn","to achieve the ancestral powers","Instrumental"
102985,"billy-walker","she s feeling like a new man tonight","She's feeling like a new man tonight she's wanting someone else to hold her tight
I can see her eyes all wandering and she has someone in sight
She's feeling like a new man tonight
It's hard to love someone not satisfied
But I'll keep a loving her and just close my eyes
She's thinks that the reality is this slice of life she's feeling like a new man tonight
[ steel ]
She's feeling like a new man tonight she'll slip out and be gone until daylight
Well it almost drives me crazy when she gets out of sight
And she's feeling like a new man tonight
It's hard to love someone...
Yes she's feeling like a new man tonight"
171284,"eleni-mandell","cold snap",""
217451,"achim-reichel","im ghetto","Als der Schnee fiel an 'nem grauen
kalten Großstadtmorgen
wird ein armes
kleines Kind geboren - im Ghetto.
Und seine Mama weint
denn sie schindet sich ab
ein Leben lang
für die Kinder
die sie doch nicht sattkriegen kann - im Ghetto.
Oh Mann
weißt du wie das quält
wenn ein Leben nichts mehr zählt?
Irgendwann
da drehst du einfach durch.
Muß es wirklich erst soweit kommen
daß sich keiner mehr auf die Straße traut?
wer immer nur getreten wird
tritt irgendwann zurück.
Und es dauert nicht lang
da treiben Kälte und Hunger ein Kind
durch den Großstadtdschungel gegen den Wind - im Ghetto.
Und sein Blick wird kalt
und es lernt die Nacht und den Abgrund
kennen
und es lernt zu stehlen
und es lernt zu rennen - im Ghetto.
Und eines nachts ist ihm alles egal
und ein junger Kerl dreht durch.
In der Hand 'ne Knarre
greift er in die Kasse
haut ab nach Haus'
doch er kommt nicht an
und seine Mama weint.
Und der Junge liegt da
und die Straße wird rot
und sein Mund ist stumm
und die Leute dreh'n sich um - im Ghetto.
Und als der Junge starb an 'nem grauen
kalten Großstadtmorgen
wird ein anderes
kleines Kind geboren - im Ghetto.
Und seine mama weint."
149568,"beatles","mean mr mustard","Mean Mister Mustard sleeps in the park
Shaves in the dark trying to save paper
Sleeps in a hole in the road
Saving up to buy some clothes
Keeps a ten-bob note up his nose
Such a mean old man
Such a mean old man
His sister Pam works in a shop
She never stops, she's a go-getter
Takes him out to look at the queen
Only place that he's ever been
Always shouts out something obscene
Such a dirty old man
Dirty old man"
143404,"charly-garcia","rompan todo",""
339392,"conjunto-atardecer","ven a mi","Tu fuiste lo mas lindo de mi vida
Me hisiste feliz, para que negarlo
Te quiero como a nadie yo querre
Y tu recuerdo aqui en mi mente llevare
Mis amigos los que te conocieron
Me dijeron que dijiste que dijeran
Que no sufra mas por ti
Que ya me olvido yo de ti,
Que en paz te deje ya vivir,
Que ya con otro eres feliz,
Y que recuerde que yo a ti te dije algun dia
Que solo queria tu felizidad.
Vive tu feliz con el,
Que yo ya no me enterpondre,
Pero si encaso ca termina tu felizidad
Recuerdame y ven, ven a mi.
Ay dolor
Y como estoy sufriendo
Y puro atardecer compa"
1392,"brandi-carlile","hard way home","Oooh
I sometimes lose my faith in luck
I don't know what I want to be when I grow up
I just count the rain
Wearing the floor through the boards again
I wish I could find a soul to steal
I could be the engine, you could be the wheel
And when we're driving home, I never have to worry about being alone
Oooh, I'll follow my tracks
See all the times I should have turned back
Oooh, I wept alone
I know what it means to be on my own
Oooh, the things I've known
Looks like I'm taking the hard way home
Oooh, the seeds I've sown
Taking the hard way home
Taking the hard way home
I never did learn how to follow the rules
I never was good at sleeping while the moon was full
I just lie and burn
Wreck my mind while the planet turns
I sometimes wish I could start again
I'd try and do the right things every now and then
I'd step in line
That's what I would do if I could turn back time
Oooh, I'll follow my tracks
See all the times I should have turned back
Oooh, I wept alone
I know what it means to be on my own
Oooh, the things I've known
Looks like I'm taking the hard way home
Oooh, the seeds I've sown
Taking the hard way home
Taking the hard way home
ooh
I'll tell you how I want to live
Forget about the take
Forget about the give
I want to leave this town
Fake my death and never be found
Oooh, I'll follow my tracks
See all the times I should have turned back
Oooh, I wept alone
I know what it means to be on my own
Oooh, the things I've known
Looks like I'm taking the hard way home
Oooh, the seeds I've sown
Taking the hard way home
Taking the hard way home
I sometimes lose my faith in luck
I don't know what I want to be when I grow up
I just count the rain
Wearing the floor through the boards again
I wish I could find a soul to steal
I could be the engine, you could be the wheels
When we're driving home, I never have to worry about being alone
Oooh, the things I've known
Looks like I'm taking the hard way home
Oooh, the seeds I've sown
Taking the hard way home
Taking the hard way home
Taking the hard way home"
287726,"george-moustaki","le meteque","Avec ma gueule de mÃ©tÃ¨que,
De Juif errant, de pÃ¢tre grec
Et mes cheveux aux quatre vents,
Avec mes yeux tout dÃ©lavÃ©s
Qui me donnent l'air de rÃªver,
Moi qui ne rÃªve plus souvent
Avec mes mains de maraudeur,
De musicien et de rÃ´deur
Qui ont pillÃ© tant de jardins,
Avec ma bouche qui a bu,
Qui a embrassÃ© et mordu
Sans jamais assouvir sa faim
Avec ma gueule de mÃ©tÃ¨que,
De Juif errant, de pÃ¢tre grec,
De voleur et de vagabond,
Avec ma peau qui s'est frottÃ©e
Au soleil de tous les Ã©tÃ©s
Et tout ce qui portait jupon,
Avec mon cÅur qui a su faire
Souffrir autant qu'il a souffert
Sans pour cela faire d'histoires,
Avec mon Ã¢me qui n'a plus
La moindre chance de salut
Pour Ã©viter le purgatoire
Avec ma gueule de mÃ©tÃ¨que,
De Juif errant, de pÃ¢tre grec
Et mes cheveux aux quatre vents,
Je viendrai, ma douce captive,
Mon Ã¢me sÅur, ma source vive,
Je viendrai boire tes vingt ans
Et je serai Prince de sang,
RÃªveur ou bien adolescent,
Comme il te plaira de choisir;
Et nous ferons de chaque jour
Toute une Ã©ternitÃ© d'amour
Que nous vivrons Ã  en mourir.
Et nous ferons de chaque jour
Toute une Ã©ternitÃ© d'amour
Que nous vivrons Ã  en mourir."
174533,"deliverance","no love","Though you speak with tongues of angels
Was said so long ago
If love is not the motive
Your evil as our foe
I don't care if you prophesy
Or have the power to heal
If His love does not abide in you
What you do is not real
All you do is make the noise
You use the gifts just like toys
All you are is a sounding bell
With no love
You might be fooling everyone else
But you're not fooling me
You might even think you're fooling God
But believe me He sees
Don't be a fool
God is not mocked
For whatever you sow you'll reap
Let God change your heart
Don't conform to other's ways
Or let your heart remain where it is
In a garbage heap"
267915,"george-canyon","unfinished","Felt like we fell out of the sky
Flight attendant began to cry
My life flashed before my eyes
I saw an eight month old sittin' in a highchair
'Daddy's Boy' written on his bib
A drawn up will in my office desk
I meant to sign but never did
The things I said in last night's fight
To the one true love of my life
I wonder if she thinks I meant it
Oh God, are you sure you want to end it?
It's so unfinished
The pilot didn't offer much
He just told us where the lightening struck
I closed my eyes when his voice shook
And saw an old corvette underneath the tarp
In my brother's yard we were gonna fix
Me and my dad nearly come to blows
Two years ago and we ain't spoke since
Thought about my best friend Dave
How close he is to being saved
A little time we can convince him
Oh God, are you sure you want to end it?
It's so unfinished
Some cursed, some prayed all the way down
When the wheels touched the ground
I saw an eight month old sittin' in a highchair
'Daddy's Boy' written on his bib
My wife's face and the giant vase
Of apologies, she's gonna get
Saw an alter call for my friend Dave
My brother smile when that 'vette cranked
And me and my dad fishin'
Oh God, well I'm so glad you didn't end it
Unfinished
It's so unfinished"
242851,"the-devoted-few","cornflower blue","up with the sun every morning you find
nothing new has come in the morning light
cornflower blue, nothing new to you
i won't be there when you turn out your light
turn out your light
but it's all gonna be alright tomorrow so sleep now my girl
down by the sea while the city sleeps
these streets are made out of wood and thieves
cornflower blue, nothing new to you
weave your hope out of sand and leaves
sand and leaves
but it's all gonna be alright tomorrow so sleep now my girl
dream, don't let time get you down
dream,
don't
let
time
get
you
down."
177799,"fairyland","assault on the shore","Now we've reached the land, such a dreadful sight
What can be expected from these cursed shores?
We've got a remote chance, we will try it out of spite
Find a better end, meet a better end?
Hulls against the beach front for another fight
Men await their freedom call from a crimson tide
We've got a remote chance, we will try with all we've got
Find a better end, here we stand
We have traveled all the way on a journey perilous
Fighting back the waves, feeling glorious
Now that we stand right before the evil shore
Reaching out in the dark to the friends taken five centuries before"
211978,"cancer","imminent catastrophe","Acid spilling all around
Flesh decaying falling down
(Your) criminal friends have left you now
Death greets you with gory hands
Into the acid
Into the acid
Eyes gone yellow, facial burns
Limbs rotting, terrible pain
Vomiting guts, bones decay
Your intestines break and spray
Time to see what is done to me
Contamination of my body"
270783,"bill-monroe","sitting alone in the moonlight","[Chorus]
Sitting alone in the moonlight
Thinking of the days gone by
Wondering about my darling
I can still hear her saying goodbye
Oh, the moon grows pale as I sit here
Each little star seems to whisper and say
Your sweetheart has found another
And now she's far, far away
[Chorus]
Oh, the moon grows pale as I sit here
Each little star seems to whisper and say
Your sweetheart has found another
And now she's far, far away"
234573,"demonoid","witchburners","Murders in the name of Christ
A heavy guilt upon mankind's shoulders
Genocide, torture and rape
Jehovah's name blessed with blood
Bad seeds, only wicked will breed
Inspirations came from the Holy Bible
The centuries of this organized kill
Spewed out from morbid religions
Witch, tortured to confess
Witch, in flames you were burnt
Witch, your innocent blood
Witch, by Christians was spilled
Witch, tortured to confess
Witch, in flames you were burnt
Witch, your innocent blood
Witch, by Christians was spilled
Church of Christ forever marked
Your people all to be doomed
By joining you in heritage guilt
May it way hard on your shoulders
You await the final day
Sinners to burn in purgatory
You'll be surprised who will burn
Soldiers of Christ, now it is your time to burn
Witch, tortured to confess
Witch, in flames you were burnt
Witch, your innocent blood
Witch, by Christians was spilled
Witch, tortured to confess
Witch, in flames you were burnt
Witch, your innocent blood
Witch, by Christians was spilled
Murders in the name of Christ
A heavy guilt upon mankind's shoulders
Genocide, torture and rape
Jehovah's name blessed with blood
Witch, tortured to confess
Witch, in flames you were burnt
Witch, your innocent blood
Witch, by Christians was spilled
Witch, tortured to confess
Witch, in flames you were burnt
Witch, your innocent blood
Witch, by Christians was spilled"
64310,"eric-mantel","affectionately yours","(instrumental)"
316184,"bob-wills","i m a ding dong daddy from dumas",""
114101,"all-that-remains","keepers of fellow man","Let it be know that this has gone on for far too long
And we can take no more
Through the years I have come to realize
That the truth is often right before our eyes
We are aware and know the hearts of fellow man
So let us act as such and help our brothers to stand
And now we offer this small bit of wisdom
The heart it came from will set you on your way
Ignorance will crush us, destroy all that we have
So let us rejoice that, the powers in our hands
To shape us and make us keepers of fellow man
So let us rejoice that the power's in our hands
Let us find strength in our neighbors' hands
We are not creatures made to be alone
And when we act as such, we help our brothers to stand
And now we offer this small bit of wisdom
The heart it came from will set you on your way
And now I ask you to take heed of my words
To move with purpose to a future worth living
Ignorance will crush us, destroy all that we have
So let us rejoice that, the powers in our hands
To shape us and make us, keepers of fellow man
So let us rejoice that the power's in our hands
It is time to address the fact that alone
None of us can survive
Ignorance will crush us, destroy all that we have
So let us rejoice that, the power's in our hands
The power's in our hands"
90058,"gamma-ray","deadlands","Coming from the dark side
When the moon en-lights the still
They're chasing you with thunder
And they aim in for the kill
Seven deadly snipers
Seven lives to live
Seven million pairs of eyes
Are watching for the thrill
The eyes of the hangmen
Will dance in your head
The silence is broken
The beast going mad
Now you run from the deadlands
The eyes of a stranger will follow
Run like a madman
The eyes of a stranger will follow
Now run
I will not die in vain
I will not live in pain
And seven deadly bullets
Have not found me
I won't bow to you all
You'll never see me crawl
And seven deadly snipers
Won't surround me
The eyes of the hangmen
To pieces are torn
The dawn of a new world
A king to be born
Now you run from the deadlands
The eyes of a stranger will follow
Run like a madman
The eyes of a stranger will follow
Run from the deadlands
The eyes of a stranger will follow
Run like a madman
The eyes of a stranger will follow
Run from the deadlands
The eyes of a stranger will follow
Run like a madman
The eyes of a stranger will follow
I'm on the run
From the shadows
From the deadlands
Ooh, yeah"
177761,"dogstar","nobody home","We stand in the cold
Here it's thrity below
I'm getting to know
Nobody home
She falls asleep on the phone
Two thousand miles away she sleeps all alone
She's getting to know
Nobody home
I sent her away
To someone who she could see everyday
I'm getting to know
Nobody home
He falls asleep on the phone
Two thousand miles away he sleeps all alone
He's getting to know
Nobody home
She sees
Nobody home"
338156,"adey","ii u eidi a aiy",", ,
"" - , ""
"",
!""
, ...
- ,
, ?
..."
183060,"clint-black","the old man","Off he goes down the road
Who knows how many he's been down before
With all the years he's come to know
Does he wonder if he's gonna see one more
Hanging on to yesterdays
Till too many tomorrows are today
With all the turns the road will bring
Well, a young man's gotta wait and see
And will I ever be the old man
Whose words young ones ponder on?
Will I ever take a lady's hand?
And will I ever be the old man
Who finally is too far gone?
Will there come a day when I can't stand
Am I gonna live that long?
Reaching out for days to come
Where an old man walks, a young man runs
The road I know is bound to end
Still I can't help wondering where and when
And will I ever be the old man
Whose words young ones ponder on?
Will I ever take a lady's hand?
And will I ever be the old man
Who finally is too far gone?
Will there come a day when I can't stand
Tell me, am I gonna live that long?"
151151,"die-apokalyptischen-reiter","the smell of death","The smell of death is in the air
And dead bodies I see everywhere
Just machine people, all our hope is lost
The courage the pride the souls have these costs.
You never learned to think
And your ship will sink
I try to see a sign of hope in your eyes
But I just see decay and lies."
280054,"ataraxia","faust in una sala malendetta","[Faust In A Cursed Hall]
Laisse-moi,laisse-moi
Contempler ton visage sous la pale claret
Laisse-moi,laisse-moi
L'astre de la nuit comme une
Nuage,caresse ta beaute
Rien pas une voix ne glisse
A mon oreile un mot consolateur
O silence!O bonheur!Ineffable mystere!
Envivant languer!
L'ecoute et je comprends cette voix solitaire
qui chante dans mon Coeur!
DIRECTLY TAKEN FROM THE OPERA PIECE ""The Faust"""
250050,"camel","down on the farm","(Sinclair)
Every Sunday morning, before daybreak
Down upon the farm, on the fishpond
All the little ducks, they go paddling
Look out goldfish your for breakfast
Sunday morning hear the churchbells ringing
High up in the trees the birds were singing In the dewey grass spiders spinning
Rooster calls and cocks his doodle
All around the farm animals stirring
Through the morning mist the bulls are beefing
In the grassy meadows cows are munching
Daisy Bell it's time for milking
There's such a lot to be done on the farm
In the sunshine, and when it's lunchtime
It's hop down the pub for a pint
Back on the tractor to finish the plowing
Standing all alone, Fred the scarecrow
Hasn't got a clue how the wheat grows
Doesn't mind the rain, hates the cold though
Specially when those icewinds blow snow
All along the lane, bees are buzzing
Little furry things in hedgerows scurrying
In amongst the corn the bunnies are bouncing
Must have springs upon their feet
Behind the cowshed
The plowman is taking a peek
At the farmer's daughter
Who's hanging her undies in the sun
Better get on your boots and join us
Down on the farm
Down here on the farm
It's a lovely day for country walking
The vicar's on his bike, Billy's skateboarding
The farmer and his dog out back shooting
The gun goes off and hits the tweeting (or: its stopped tweeting)
Lots of smelly stinks around the farmyard
Great big pile of sh..t behind the rhubarb
Sitting in his pram, baby bunting
Does a *BURP* and starts his grunting
Give him a drink, he's gone pink
Wants his mummy, needs changing I think
Such a lot can be done on the farm
In the sunshine
And when it's lunchtime
It's hop down the pub for a pint
Sneak out the backway with Nelly the barmaid
To the woods
Andrew Latimer Guitar
Peter Bardens Keyboards
Richard Sinclair Lead Vocals, Bass
Mel Collins Flute
Andy Ward Drums"
58204,"clannad","battles","Instrumental"
154686,"duncan-sheik","circling","The sky today is
Bloody gray
I'm surprised
to look so blue
I'm here playing on
a bigger stage
It's no surprise
it cut right through
You heard the questions
You heard the dodge
A made up name
is not a sin
The water from the great mirage
Can taste like dust
and burning skin
Did you think it was a straight line
Were you surprised to find it circling
But you were having such a great time
The gravity was working
to bring you down
Then you were lost
til you were found
if you were found
When you're in a well-lit place
it can be hard to force a smile
You may find a smooth escape
You may have to wait awhile
When I think about it now
I know I saw it all along
I don't feel bad, don't feel let down
It just feels like something's wrong
I thought it was a straight line
So surprised to find it circling
I was having such a great time
Gravity was working
to bring me down
Then I was lost
Til I was found
If I was found"
59128,"chroming-rose","louis xiv","the history of france has a time when a man
called louis xiv was crowned child king
he ordered all the dukes and counts to his home
so he controlled their lives and made them docile and tame
he was a clever monarch, ruled with an iron fist
everyone who didn't agree, was written on his black list
louis xiv, finesse and force
he reigned over his nation, insuring his sovereignty
louis xiv, finesse and force
indeed there was the other side to louis xiv
he build splendid gardens to impress all his friends
for the aristocracy all gifts to him send
he showered his court with parties and fun
the reasons are many, he's the king of the sun
two generations later the king has succumbed
he lost all control, the country had gone numb
the realm was in an uproar, so something had to snap
the rich just got richer and the poor got the crap
the sinking of the empire wasn't to be changed
in the bloody vacuum it all felt so strange
[chorus]
revolution in 1789
revolution - the king was overthrown
revolution - monarchy has gone
revolution - democracy was born
the king was beheaded in 1793
while his head was rolling the nation danced so free...
now think about this song
and then transfer it into our time
there still are many louises
dictators who live so fine
and in the end
majority has got it right
it's a warning to all louises
living now in our time
it's revolution's jubilee
the birthday of democracy
all politicians should beware
that something here is happening."
29768,"bill-anderson","for better or for worse","FOR BETTER OR FOR WORSE
(Bill Anderson - Moneen Carpenter)
'65 Moss Rose Publications
RECORDED BY CONNIE SMITH
The wedding bells have barely stopped their ringing
But already all your love for me is gone
On the day that we were wed well I guess we should have said
For better or for worse but not for long
Now my dream of love has turned into a nightmare
For you say that in your life I don't belong
You said your vows I said mine but we both left out one line
For better or for worse but not for long
All the lifetime that we planned has been a short one
And the love that couldn't die did not live long
I wanted you eternally but you only wanted me
For better or for worse but not for long
For better or for worse but not for long"
272124,"alice-in-darkland","fly to die to icon","The eternal abyss
Had called me back again
Where your thirst for death
Had never quenched
Deceiving myself into thinking
I could still help you
While that demoniacal force
Devoured you
It was like asking me to get mad
Repressing that same fucking agony
Without restraints armed with so sharf blades
Ready to kill at the first wrong move
You insist on fighting but that evil force is inside you
And you will end up by killing yourself
You don't belong to this world
Wishes too high to survive in this world
You wish to fly free far away
But you are a slave
Chained by yourself by an inward sorrow
And you are scared of crying
Too many days spent to think over
You were too weak to fight
Even though I wanted to help you
I could do nothing to let you fly away
In the eternal nothingness you will wander about like a ghost
When one day your certainties collapse
But maybe is for that God you believe in
That you have not committed suicide.
To cut your veins
It's so sweet feeling the blood overflowing
Killing yourself is this what you really want ?
Be damned accursed presence that rip, tear
To pieces the mind and kill every breath of life
That doesn't belong to you
You won't triumph because that day
It will be the rebirth
And from the blood it will rise again
That frail soul that now succumbs
Unable to react"
70902,"changing-skins","hot core","Each time you try to go and fake all things that love can easily break
Put on your game face youre ready to go
Soul searcher heavyweight youre on, try to revive whats already gone,
Your universe thats ready nto blow
Love with someone elese could never be the same
Love with no one else could be the game
Kinky, fetish, S&M;, uniforms and lots of glam, hot core party, porno scam
Ignition Submission Boost your ego up to 10!
Great lovers always hit the dirt, youre marked get ready you will hurt,
Your universe is ready to blow
Love junky heavyweight youre on, intentions always turn aut wrong,
Kind lover beware of the world
Love with someone elese could never be the same
Love with no one else could be the game
Kinky, fetish, S&M;, uniforms and lots of glam, hot core party, porno scam
Ignition Submission Boost your ego up to 10!
Ignition Ignition
Ignition Submission Boost your ego up to 10!"
318437,"connie-smith","sweet little jesus boy","Sweet little Jesus boy
They made you be born in a manger
Sweet little holy child
Didn't know who you was
Didn't know you'd come to save us Lord
To take our sins away
Our eyes was blind we couldn't see
We didn't know who you was
Long time ago you was born
Born in a manger low
Sweet little Jesus boy
The world treat you mean Lord
Treat me mean too
But that's how things is down here
We didn't know twas you
You done told us how
We is a'tryin'
Master you done showed us how
Even when you's dyin
Just seem like we can't do right
Look how we treated you
But please sir, forgive us Lord
We didn't know twas you
Sweet little Jesus boy born long time ago
Sweet little holy child and we didn't know who you was"
127584,"bill-emerson","curly maple",""
308587,"deerhunter","basement scene","Dream
A little dream
All about the basement scene
I don't want to wake up
I don't want to wake up
I don't want to wake up no
If you've seen
The light turn gold
Come out tonight
And we'll get stoned
I don't want to get old
I don't want to get old
I don't want to get old no
Dream
A little dream
About your friends
And their endings
Now I wanna wake up
I wanna wake up
I wanna wake up now
It could be the death of me
Knowing that my friends
Will not remember me
I don't wanna get old
I wanna get old
I wanna get old"
43431,"fucked-up","litany","This morning i was born and this evening i will die. tomorrow i will stumble through without eyes living and surviving simply means that i keep dying a litany of desperation and depression a repetition of boredom and confusion piece by piece i'll play the the same old song all day long it feels like i've done this before and i don't want to do it anymore running on the spot stuck in the first shot these walls of time i fear there is no way out of here but if i can just make it through the day i think i've finally found a way out head down work hard forget that it is happening fall asleep and end the day the memory fades away"
126862,"bloodlet","lamentations in tribute to infamy","This man knows and I know what you need. Lies thrive in the vibe that you conceal. Rapture of this mind. Feel the strain this man, he has made a choice. Burn forever, pain his life. Now he must live to struggle. Burn this time, he'll fight tomorrow. Libertine hate machine. Bearer of forgotten dreams. Fear is no longer a factor as love drowns in the common denominator. Divided by the sun of it's parts. Equivalent to the hate that it breathes. This product near complexion he forgets his dreams. A thousand eyes lamenting.
A million miles from here. Six of them caressing. As ten watch them burn. The six begat two. Has sight forsaken you. Bound frail dreams kiss. Cut hand bleeds. Love holds all these bound frail dreams kill the need. We've become just exactly what we despise we ignore. Lies awake waiting for the end to come. Please quickly. She despises all these places she calls home. Now and forever. So confined restraint and overflow. Lucid visions fractured thoughts. Libertines temple with anticipations. Pain of few feed the masses. A crackhead screams. Dreams tweeks and fiends. Cacophony confusion juses lost dreams with failure. Perversion's disturbed dance with the righteous."
230085,"ac-dc","mistress for christmas","Jingle bells, jingle bells
Jingle all the day
I just can't wait till Christmas time
When I can grope you in the hay
Easy come, easy go
Have a good time with lots of dough
Slippin' up high, slippin' down low
Love'm and leave'm on with the show
Listen, I like female form in minimum dress
Money to spend with a capital S
Get a date with the woman in red
Want to be in heaven with three in a bed
(One of me in heaven)
He got it, I want it
They got it, I can't have it
But I want it, but it don't matter
She got it, and I can't get it
I want a mistress for Christmas
I want a mistress for Christmas
Ooh yeah, haha yeah
I want a mistress for Christmas
Come on
Easy come, easy go
Slippin' high, slippin' low (yeah, aw right)
He got it, I want it
They got it, I can't have it
I want it, don't matter
She got it, and I can't get it
(Mistress)
He got it, I want it
(For Christmas)
They got it, and I can't have it
(Mistress)
But I want it, it don't matter
(For Christmas)
She got it, and I can't get a
Mistress for Christmas
You know what I'm talkin' about
Mistress for Christmas
You gotta send me down
You gotta send me down
Mistress for Christmas
I want the woman in red with bow in my bed
(Mistress for Christmas)
I can hear you coming down my smoke stack
I want to ride on your reindeer honey and ring the bells"
29980,"fort-minor","dedicated","I have a dream
Of a scene between the green hills
Clouds pull away and the sunlight's revealed
People don't talk about keeping it real
It's understood that they actually will
And intoxicated and stimulated emcees
Staring in the trees
Paranoid
Are gone in the breeze
Watch them flee
Hip hop heads
Take a walk with me
And what you'll see is a land
Where the sand's made of crushed up wax
And the sky beyond you is krylon blue
And everybody speaks in a dialect of rhyme
Emcees have left materialism behind them
Meanwhile I just grip my mic
And hope me and my team make it through alright
Because say what you will
And say what you might
But dont ignore who it's for
At the end of the night
Because this is dedicated to the kids
Dedicated to wherever music lives
Dedicated to those tired of the same old same
And dedicated to the people advancing the game
What's real is the kids who know that somethings wrong
What's real is the kids who think they don't belong
What's real is the kids who have nowhere to run
Who are hiding in the shadows waiting for the sun
I've seen a lot of shit
I've talked to a bum out on sunset strip
He asked me how would you feel
If everybody acted like you didn't exist
You'd lose your grip
Probably eventually flip
So let it be known
The only reason that we do this
Is so you can pick it up
And just bang your head to it
While emcees fight to see who could be the commonest
We float overhead like a space odyssey monolith
Overseeing the game
Over being part of the same
Old thing it's all gonna change
In a hurricane of darkness and pain
In acidic rain and promises you won't do it again
Meanwhile I just grip my mic
And hope me and my team make it through alright
Because say what you will
And say what you might
But dont ignore who it's for
At the end of the night
Because this is dedicated to the kids
Dedicated to wherever music lives
Dedicated to those tired of the same old same
And dedicated to the people advancing the game
What's real is the kids who know that somethings wrong
What's real is the kids who think they don't belong
What's real is the kids who have nowhere to run
Who are hiding in the shadows waiting for the sun
Pulling me close the shadow is warm inside
This is where I feel at home this is my place to hide
Pulling me close the shadow is warm inside
This is where I feel at home this is my place to hide
This is dedicated to the kids
Dedicated to wherever music lives
Dedicated to those tired of the same old same
And dedicated to the people advancing the game
What's real is the kids who know that somethings wrong
What's real is the kids who think they don't belong
What's real is the kids who have nowhere to run
Who are hiding in the shadows waiting for the sun
This is dedicated to the kids
Dedicated to wherever music lives
Dedicated to those tired of the same old same
And dedicated to the people advancing the game
What's real everybody who doesn't feel safe
What's real everybody who knows they're out of place
What's real everybody with nowhere to run
Who will hide from the shadows waiting for the sun"
3850,"dale-watson","everyone knew but me",""
125618,"die-toten-hosen","alles ist eins","Es ist der Tod der wie ein Stern
Unverhofft vom Himmel fÃ¤llt
Und irgendwo am Horizont
Lautlos I'm Meer versinkt
Und wenn er kommt hab' keine Angst
Jedes Ende ist ein Neuanfang
Um zu sterben leben wir ein Leben lang
Alles ist eins und gehÃ¶rt zusamm'
Unsere Zeit ist immerzu
Nur auf der Flucht vor uns
Irgendwann hol'n wir sie ein
Das wird unser Ende sein
Und wenn es kommt hab' keine Angst
Es ist nur ein Neuanfang
Was wÃ¤re ein Leben ohne Tod
Was wÃ¤r' die Sonne ohne Mond
Das Leben und der Tod sind ein Liebespaar
Was wÃ¤re der Tag ohne Nacht
Alles ist eins und gehÃ¶rt zusamm'
Es gibt immer wieder einen Neuanfang"
11293,"allan-holdsworth","the dominant plague",""
