"id","artist","song","lyrics"
1710,"andy-m-stewart","mary mheaigi s frank mors the trip to lerwick","Instrumental"
176510,"the-devil-makes-three","to the hilt",""
135054,"cassadee-pope","behind these hazel eyes","Seems like just yesterday
You were a part of me
I used to stand so tall
I used to be so strong
Your arms around me tight
Everything, it felt so right
Unbreakable, like nothin' could go wrong
Now I can't breathe
No, I can't sleep
I'm barely hanging on
Here I am, once again
I'm torn into pieces
Can't deny it, can't pretend
Just thought you were the one
Broken up, deep inside
But you won't get to see the tears I cry
Behind these hazel eyes
I told you everything
Opened up and let you in
You made me feel alright
For once in my life
Now all that's left of me
Is what I pretend to be
So together, but so broken up inside
'Cause I can't breathe
No, I can't sleep
I'm barely hangin' on
Here I am, once again
I'm torn into pieces
Can't deny it, can't pretend
Just thought you were the one
Broken up, deep inside
But you won't get to see the tears I cry
Behind these hazel eyes
Swallow me then spit me out
For hating you, I blame myself
Seeing you it kills me now
No, I don't cry on the outside
Anymore
Here I am, once again
I'm torn into pieces
Can't deny it, can't pretend
Just thought you were the one
Broken up, deep inside
But you won't get to see the tears I cry
Behind these hazel eyes
Here I am, once again
I'm torn into pieces
Can't deny it, can't pretend
Just thought you were the one
Broken up, deep inside
But you won't get to see the tears I cry
Behind these hazel eyes"
311080,"diabulus-in-musica","the voice of your dreams",""
321915,"don-gibson","canaan s land","(I'm on my way I'm on my way)
Well I'm on my way to Canaan's land I'm on my way to Canaan's land
I've done signed up made up my mind I'm on my way to Canaan's land
If my mother don't go don't you hand to me
If my mother don't go don't you hand to me
I've done signed up made up my mind I'm on my way to Canaan's land
Well I'm on my way...
[ piano ]
If my brother don't go don't you hand to me
If my brother don't go don't you hand to me
I've done signed up made up my mind I'm on my way to Canaan's land
Well I'm on my way..."
318510,"connie-smith","go away stranger","My love is not within my reach and so I want this lonely beach
But stranger please don't bother me I don't want your sympathy
Go away stranger can't you see you're only disturbing me
And my memories of yesterday so stranger go away
Are my tears entrancing you well I don't remember inviting you
There's nothing you can do or say you're not like him in anyway
Go away stranger
Please stranger go away"
358573,"devon-allman","times have changed",""
196483,"garth-brooks","the friendly beast",""
311842,"george-strait","breath you take","He looks up from second base
Dad's up in the stands
He saw the hit, the run, the slide
There ain't no bigger fan
In the parking lot after the game
He said ""Dad I thought you had a plane to catch?""
He smiled and said ""Yeah son I did""
But life's not the breath you take
The breathing in and out
That gets you through the day
Ain't what its all about
You just might miss the point
Trying to win the race
Life's not the breaths you take
But the moments that take your breath away
Fast forward fifteen years
And a thousand miles away
Boys built a life, he's got a wife
And a baby due today
He hears a voice saying ""I made it son""
Says ""I told you Dad, you didn't have to come""
He smiles and says ""Yeah I know you did""
But life's not the breath you take
The breathing in and out
That gets you through the day
Ain't what its all about
You just might miss the point
Trying to win the race
Life's not the breathes you take
But the moments that take your breath away
Just like it took my breath away when she was born
Just like it took my breath away when Dad took his last that morn
Life's not the breathes you take
The breathing in and out
That gets you through the day
Ain't what it's all about
You just might miss the point
If you don't slow down the pace
Life's not the breathes you take
But the moments that take your breath away"
326392,"charley-pride","man i used to be","I'm sure you've seen me along the highway sleeping bag and guitar on my back
Searching for the things in life that matter thinking that the world was out of act
I'm going back to the girl that I still dream of going back to find the place for me
I found out what life was really made of I'm going back to the man I used to be
[ steel ]
I've lived much too long without direction really don't know what I thought I'd find
But the mountains I've climbed out in the country
I find that they were only in my mind
I'm going back to the girl that I still dream of going back to plant my family tree
I found out what life was really made of I'm going back to the man I used to be"
302805,"dubliners","four green fields",""
82860,"acheron","legions of hatred","Come forth children of sin and blasphemy
World domination is what Christians will see
The legions of hatred are taking command
And all those who oppose will die by our hand
Satan's elite are taking what's theirs
666, a mark we all bare
Black magick is used for our needs
While on the cross the useless one bleeds
Legions of hatred, legions of hatred
Legions of hatred, legions of hatred
Churches will burn all over the earth
For this is the dawn of Satanic rebirth
A planet that once adored God's name
Now is ablazed by rioter's flames"
18459,"celtic-woman","beyond the sea","Sailing, sailing
Somewhere beyond the sea
Somewhere waiting for me
My lover stands on golden sands
And watches the ships that go sailing
Somewhere beyond the sea
He's there watching for me
If I could fly like birds on high
Then straight to his arms I'd go sailing
It's far beyond the stars
It's near beyond the moon
I know beyond a doubt
My heart will lead me there soon
We'll meet beyond the shore
We'll kiss just like before
Happy we will be beyond the sea
And never again I'll go sailing
Sailing...
We'll meet, I know we'll meet beyond the shore
We'll kiss just as before
Happy we'll be beyond the sea
And never again I'll go sailing
Sailing
No more sailing
No more sailing"
41846,"chris-isaak","forever young","I knew the first time we meet we'd be lovers.
The last time we kissed I was blue.
The first time you left I discovered.
That there won't be another like you.
Forever young.
Love will always be,
Forever young.
Love will always be. Hey!
Every day you were gone I was lonely.
Each night you were gone I was blue.
Now darling I'll be with you only.
And our love will always be true.
Forever young.
Love will always be,
Forever young.
Our love will always be.
And to the end I know, that I will love only you.
I knew the first time we meet we'd be lovers.
The last time we kissed I was blue.
The first time you left I discovered.
That there won't be another like you.
Forever young.
Love will always be,
Forever young.
Love will always be. Hey!"
195647,"blof","dit lied","Ik zing je uitgewoonde woorden
In een ongeschikte taal
Ik speel tweedehands akkoorden
Want ik steel ze allemaal
Ik verf een afgeleefde wereld
Een ingestorte stad
Ik schilder daar de bomen
Die ze nooit hebben gehad
refr.:
Dit lied is als een bouwval
Als een afgebroken brug
Als een omgevallen toren
Naar de hemel en weer terug
Dit lied
Dit lied komt altijd terug
Ik woon in uitgewoonde zinnen
Als in een onbewoonbaar huis
Leef ik buiten, leef ik binnen
Maar ik ben nergens anders thuis
Ik spreek in uitgedroogde tongen
Ik spreek voor allen en voor een
Want zelfs met hese stem bezongen
Is geen mens toch echt alleen
refr.
Dit lied
Dit lied komt altijd terug"
26541,"fun-lovin-criminals","there was a time","I don't see me
In your eyes anymore
Oh why can't I
Make them shine like before
I don't see you
Or your heart in your kiss
That you should say
That you're mine
You resist
There was a time
Life was fine
Love was ecstasy
But now I doubt
What the outcome will be
I pray you'll say
I'm the one you adore
Then I'll see me
In your eyes as before
(There was a time
There was a time
There was a time)
There was a time
Life was fine
Love was ecstasy
But now I doubt
What the outcome will be
I pray you'll say
I'm the one you adore
Then I'll see me
In your eyes as before
There was a time
Life was fine
Love was ecstasy
But now I doubt
What the outcome will be"
210915,"carcass","fermenting innards","Your pulverized torso languishes in it's pool of pus
Minced, cancerous viscera, gore seeps from the guts
My fetid fetish is to excavate the moulding rot
I drool my gastric juices as I chomp on your blood clots
Fermenting innards, bubbling with rot
Alcoholic pus, dissolves the wooden box
I gouge into the chest's cavity to rip out the intestines
Slivering soft entrails to release the foaming secretions
I suck up the concoction and eat the decay
With cankered disgorgement, I excrete my gurgling prey
Bile, chyme and blood in the offal effervesce
I eviscerate the bowels and drink the clotted cess"
97338,"crosby-stills-nash","duffffe9juffffe0 vu","If I had ever been here before I would probably know just what to do
Don't you?
If I had ever been here before on another time around the wheel
I would probably know just how to deal
With all of you.
And I feel
Like I've been here before
Feel
Like I've been here before
And you know
It makes me wonder
What's going on under the ground
Do you know?
Don't you wonder?
What's going on down under you.
We have all been here before
We have all been here before
We have all been here before
We have all been here before"
321934,"don-gibson","you don t knock","YOU DON'T KNOCK
Writer W. Westbrook and C.A. Walton
You don't knock you just walk on in the door to heaven's inn
There's love and joy for you to share the whole day through
I know my friends are there to rest in the heaven's nest
You don't knock ring punch a hole
The door's wide open just a waitin' for your soul
You don't knock just walk on in
I've traveled life's winding road tired with this load
I traveled both night and day so tired hardly bear
Now he's my guiding light and ever by my side
So I'm walkin' not knockin' to heaven with pride
Well you don't knock you just walk on in...
Well you don't knock you just walk on in..."
32760,"drive-like-jehu","spikes to you","'A' frames, statuettes, Sunset Magazine
They're lining up to do their jobs but I swear to God
I seen bits and guts and pieces hanging from the trees
Stumpy mow the lawn, c'mon, ya gotta bare piece a' ground
Pour some concrete, buy a sofa, lay ye body down
Your kids are fucking in your garbage
They're waiting for your job
Got the mouths around your paycheck
Got joysticks for your saws"
188462,"brakesbrakesbrakes","hey hey","I thought and I thought till I though I had thunk
But the ship was sinking but it wasn't yet sunk
And the porcelain we were walking on turned out to be thin ice
Give me two shots once and give me one shot twice
Hey, hey it's a car wheel day
Better grab it quick before it rolls away
Hey, hey it's a handstand day
Better hold onto it
In the corner of my eye, I thought I saw a light flicker
And I need no medal, I may do with a sticker
And the hairs on my neck stood up like people can do
Give me two shots once and take two for you too
Hey, hey it's a car wheel day
Better grab it quick before it rolls away
Hey, hey it's a Tarzan day
Brrrraiaiaiaiaiaiaiaiai
Hey, hey it's a car wheel day
Better grab it quick before it rolls and rolls and rolls"
274404,"the-cox-family","my favorite memory","Once in life, you'll meet someone who gives to you
The reason for that life is what some love can do
So now I'm armed for troubled time with all I knew
For I love you, my favorite memory
You gave me something time could never take from me
A light that guides me when life's dark and I can't see
But when I need a hand to hold, you'll comfort me
You'll always be my favorite memory
Your lips were sweet, your arms were warm, I tasted light
You'll have my heart all your dreams each night
Till something comes up yonder now and I must sleep
You'll always be my favorite memory
So now, don't cry, it's not goodbye, it's just so long
I'll take you with me where I travel from now on
But when I close my eyes at night and go to sleep
You're lying there, my favorite memory"
266318,"6-string-drag","precious things",""
100186,"bobbie-gentry","casket vignette","Here are some samples of the fabric, Miss Morgan
I know how painful it must be
But I guess it's your responsibility
I understand he was your fiancee
What a tragedy
Everybody wants to go to heaven, Miss Morgan
But nobody wants to die
Have you often wondered why
And why are your eyes so dry
It would help to cry
This is a popular, dusty-rose velvet Miss Morgan
Or how about a satin brocade
Guaranteed not to fade
Or maybe you'd prefer another shade
Trimmed in gold or silver braid
Would you like a lemonade
There's no ice, I'm afraid
You can rest assured you have our heartfelt sympathy
(You can use our easy payment plan)
(Two hundred now and fifty when you can)
(We wanted you to know we understand)
La, la ,la, la, la"
118117,"aeneioaea-aaadey","aaadey idioea eyiena eeioea",", , ...
.
: ,
, ,
.
, .
.
, .
, .
,
, ,
.
,
.
,
!
, , ...
, ,
: -
! ,
, .
, .
38 ,
.
, !
, ,
,
, ,
?
, ?
.
?
!
...
, ...
!
, , ...
,
.
,
- .
, .
: .
: "" "", -
!"
294450,"caliban","the beloved and the hatred","Where is your
Where is your
Where is your love
The Smaller the keys, bigger the locks
closure of dorms, for the hatred
pick a key and watch!
sesame open, just meaningless words
Tell me, where's your love
Tell me, where your heart
don't look back to that start
where's your love.
A daring mixture of shelter and temptation
the one who dares will gain the blame
lines web into my heat
to tear it slightly apart
Where is your love
Where is your heart
Tell me, where's your love
Tell me, where your heart
don't look back to that start
where's your love
Where is your love?"
271878,"entombed","dead dawn",""
107667,"caifanes","nubes","Parecemos nubes
Que se las lleva el viento
Cuando hay huracanes
Cuando hay mal de amores
Parecemos presos
Y como presos pensamos
Escapar uno del otro
Y cometer la fuga
Vamos a dar una vuelta al cielo
Para ver lo que es eterno
Vamos a dar una vuelta al cielo
Para ver lo que es eterno
Pensaras que soy un perro
Que en el cerebro tengo moquillo
Que ladro y que no muerdo
Y que, soy un malagradecido
Tengo garras, tengo dientes
Y defiendo lo que tengo
Hay amor ya no me tientes
Porque muerdo y ya no suelto
Vamos a dar una vuelta al cielo
Para ver lo que es eterno
Vamos a dar una vuelta al cielo
Para ver lo que es eterno
Que es eterno
Que me entiendes
Vamos a dar una vuelta al cielo
Para ver lo que es eterno
Y luego vienes a buscarme
Vamos a dar una vuelta al cielo
Para ver lo que es eterno
Vamos a dar una vuelta al cielo
Para ver lo que es eterno
Vamos a dar una vuelta al cielo
Para ver lo que es eterno
Vamos a dar una vuelta al cielo
Para ver lo que es eterno"
262047,"fighting-instinct","back to you","Sitting here all away from you
I've tried so hard I don't know what I should do
It's all been tried,and all has failed
To bring me back to where I once fell
(Chorus)
I just want to find my way back to you
Where love is strong and feels brand new
I just want to find my way back to you
Where love is strong and feels brand new
I'm so tired that I can't fight anymore
It seems as though I've turned and shut my own door
I've prayed so hard hoping that you care
But then I turn and find you are there
(Chorus)
Yes I've been to this place before
Out on this ledge so afraid to look down
Broken down and torn
I find my way to you
(Chorus)"
148173,"bad-things","fool","Taking your time, I don't mind
I'll wait for you to paint your eyes
Just to comfort you every time you get high or low
Everyone knows that I don't wanna feel like this at all
I still let it be, and watch them fools fall away
Whoa oh oh oh, I know first of all
And maybe worst of all
I'm a fool whoa baby no
Whoa oh oh oh, things still haven't changed since years before
And I don't want to be here anymore
Not with you, no baby not with you
Wasting my time and now I
Try to keep it close and tight
Just to steal those wandering eyes
All I know wherever we go
People always stop to tell me ""well you should have known""
So I see that fool fall away
Whoa oh oh oh, I know first of all
And maybe worst of all
I'm a fool whoa baby no
Whoa oh oh oh, things still haven't changed since years before
And I don't want to be here anymore
Not with you, oh never with you"
140463,"battlelore","the grey wizard","The Grey Wizard, Mala Olorin
Who has born in Timeless Halls
From the first race of Iluvatar
Spirit older than the world itself
Humble servant of valar
Lived in gardens of Lorien
Higher being turned to flesh and blood
One of the Five Wizards
Came to help the people of Arda
To raise light over Sauron's might
Mithrandir, one of the august
The Grey Wizard beyond the sea
Chosen to carry his knowledge
For the mortal world so weak
Great shape of the spirit eternal
Fought thousands of years for peace
His way to defeat the darkness
His work, written in history
Gandalf the old wizard
Pilgrim from Undying Lands
Great were his journeys in Arda
Journeys against all evil
Death of Smaug the Dragon
Fellowship of the Ring
Slayer of Moria's demon
True gift from the halls of gods"
332308,"devo","i d cry if you died","Hell is where you put me
And hell is where you're going to
Until the next life
I say this twisted prayer for you
May the torment you put out
Come back around twice multiplied.
Even though you let me go
I've got to let you know
I'd cry if you died.
The past is where you see me
The past is what will bring you down
Destiny a moon eclipsed
In the shadows all is darkness now
May the evil in your heart
Be your one and only friend for life
You pretend I don't exist
I have to let you know
I'd cry if you died
Somewhere special
Voices form words
And the words have meaning
So I reach out for someone new
And I wonder
Will it ever be alright
(then I hear you secret radio
Signaling that its time to go)
Hell is where you put me
And hell is where well meet again
I will be waiting"
289001,"bigelf","counting sheep",""
230171,"ac-dc","rock n roll damnation","They say that you play too loud
Well baby that's tough
They say that you got too much
Can't get enough
They tell you that you look a fool
And baby I'm a fool for you
They say that your mind's diseased
Shake your stuff
[Chorus]
And it's a rock 'n' roll damnation
Ma's own whippin' boy
Rock 'n' roll damnation
Take a chance while you still got the choice
You say that you want respect
Honey for what?
For everything that you've done for me
Thanks a lot
Get up off your bended knees
You could set your mind at ease
My temperature's running hot
I've been waiting all night for a bite of what you got
[Chorus]
Damnation, they're puttin' you down
Damnation, all over town
Damnation, cause you're way outta reach
Livin' on the streets you gotta practice what you preach
[Chorus]
Damnation, left a happy home
Damnation, to live on your own
Damnation, you want to live in sin
Damnation, it's a rock 'n' roll
Damnation, just a bundle of joy
Damnation, you're a toy for a boy
Damnation, you got dollars in your eye
Damnation, chasin' that pie in the sky
Damnation, rock 'n' roll
Damnation"
103013,"billy-walker","blizzard","There's a blizzard comin' on how I'm wishin' I was home
For my pony's lame and he can't hardly stand
Listen to that northern sigh if we don't get home we'll die
But it's only seven miles to Mary Anne yes it's only seven miles to Mary Anne
You can bet we're on her mind for it's nearly suppertime
And I'll bet there's hot biscuits in the pan
Lord my hands feel like they're froze and there's a numbness in my toes
But it's only five more miles to Mary Anne yes it's only five more miles to Mary Anne
That wind's blowin' and it seems mighty like a woman's screams
And we'd best be movin' faster if we can
Dan just think about that barn with that hay so soft and warm
For it's only three more miles to Mary Anne yes it's only three more miles to Mary Anne
Dan get up your ornery cuss or you'll be the death of us
And I'm so weary but I'll help you if I can
All right Dan perhaps it's best that we'll stop awhile and rest
For it's still a hundred yards to Mary Anne yes it's still a hundred yards to Mary Anne
Late that night the storm was gone they found him there at dawn
He'd made it but he couldn't leave ol' Dan"
159578,"bat-for-lashes","the big sleep","How can it be the last show?
How can it be?
How can it be the last show?
How can it be?
No more spotlights
Coming down from heaven
It's a goodbye
It's curtains double time
Not even out of my dress
And already my voice is fading
Goodbye my dears
And into the big sleep"
131905,"dillinger-escape-plan","the mullet burden","Such worthless crust and crazed
Now cring to slap the wrist
I sense you cracked and weak
The nonexistent won't care
When you fail to wake
I sense you cracked and weak
I wonder if you would
I wonder if you could
Please just a small taste
Of the offer unrefused
Bonded by a muddy crippled story
And now i wonder if you really ever could
You're no good
Self-sodomize once more
Whore
Slut
Yet fragile and tight
A reckless mangled conscience
With only the imbalance of evils
Wait for guidance
End it all now"
129768,"dolly-parton","i m gone","(Dolly Parton)
Some chewing gum and candy, some magazines and snacks,
Some startin' over money that I've been holdin' back,
A change of clothes and notepad to write a letter back to say so long
A one-way ticket sayin' good-bye to everything
Threw my weddin' band out the window of the train
All I want's my freedom, reclaim my maiden name
I'm movin' on 'cause I'm gone
You can tell the truth or you can lie
You can say I left you or I died
Say I'm in the Himalayas on some spiritual quest
And could spend years lookin' for the light
Say I'm in the witness program with the F.B.I.,
Say a U.F.O. abducted me from home
You can say what you chose, but I tell you the truth
You can say for sure I'm gone, 'cause I'm gone
You think that you're above me, like I'm not good enough
You make me feel unwanted, unwelcome and unloved
You're selfish, vain and greedy; you're hateful, rude and rough
And you're so wrong
But you'd rather live unhappy and tolerate the pain
Than separate and have me takin' half of everything
Well, I'm leavin' your possessions, left on the good-bye train,
Left you alone 'cause I'm gone
You can have the house, the car, the boat,
My records, books and stereo,
The dog and the cat, my ceramic shop out back,
My doll collection and my clothes
You can keep all our friends and all the pictures in the den,
And the fluffy pillows you sleep on
But when you lay your head on that big feather bed
You can rest assured I'll be gone; I'll be gone
You can tell the truth or you can lie
You can say I left or I died
Say I'm in the Himalayas on some spiritual quest
And could spend years lookin' for the light
Say I'm in the witness program with the F.B.I.
Say a U.F.O. abducted me from home
Well, you can say what you chose, but I tell you the truth
You can say for sure I'm gone
You can say what you like, but I'll tell you twice
You can say for sure, say for sure I'm gone, gone
Some chewing gum and candy, magazines and snacks,
Startin' over money I've been holding back,
Change of clothes and notepad to write a letter back to say so long
I got a one-way ticket sayin' good-bye to everything
I threw my weddin' band out of the window of the train
All I want's my freedom, reclaim my maiden name
I'm moving on 'cause I'm gone
Oh, I'm gone, gone, gone; I'm gone
I'm so gone, I'm gone; gone, I'm gone"
40436,"ferlin-husky","watch the company you keep",""
251214,"arrows-to-athens","city of angels","Sing me a symphony,
one for the lost out in between,
city of fallen dreams,
City of Angels.
There was a girl with the sky filled of stars
in her eyes,
she was chasing the world, that was so fast
and left her behind,
She ran for days
but the days became years,
hope went away
as a smile turn to tears,
now there's lines on the face
of the girl with the stars in her eyes.
Sing me a symphony,
one for the lost and in between,
city of fallen dreams,
City of Angels.
Sing back the melody,
song for the hearts left in these dreams,
a voice for the out of reach,
The City of angels.
There was a boy with the world
in the palm of his hands,
bright like a star, but he burnt everything
that he had.
Trading his life
punching holes in his veins
fear of the height,
was a long fall from grace
but if you listen close
you can still hear the boy in the man.
Sing me a symphony,
one for the lost and in between,
city of fallen dreams,
City of Angels.
Sing back the melody,
song for the hearts left in these dreams,
a voice for the out of reach,
The City of Angels.
Ooohhh....
Lost but not forgotten,
voices for the broken,
can you hear them calling?
Sing me a symphony,
one for the lost and in between,
city of fallen dreams,
City of Angels.
Sing back the melody,
song for the hearts left in these dreams,
a voice for the out of reach,
The City of Angels.
Ooohhh....
(City of Angels)
Ooohhh....
(City of Angels)"
114159,"clumsy-lovers","spare in the trunk","Spare In The Trunk (Chris Jonat)
Undone, undone, I cried through clenched teeth
I was aiming for drama, I was comic relief
Undone indeed you cooed, as you put me to bed
The words sure were silly, but it's cute they were said
Though you are younger, you know what you're doing
You push to the edge, pull back from the ruin
Tho I am older I am not so brave
I long to bewilder, I tend to behave
I know that you think that I think that you know
My love's like spare in the trunk
I know what you think but I think you should know
I love like down the stairs drunk"
60457,"garrett-gue","the things that i see","Why, do you like me?
I'm not funny
I don't have money
Why, do you love me?
Say i'm pretty
I don't need your pity
Oh how is it that you don't see all the lovely things
The things that I see
Won't you let me be the one to show you what I mean
The things that I see
Why, do I miss you?
When you're away
So far away
Oh, how I get lonesome
When i'm without you
There's something about you
Oh how is it that you don't see all the lovely things
The things that I see
Won't you let me be the one to show you what I mean
The things that I see
But don't you know
I'm crazy, i'm crazy
Don't you know
I'm crazy, crazy for you
Crazy for you. Crazy for you-oooh-ooh.
Ohhhhhhh. Ohhh.
You, you make it easy
For someone crazy
To love you like I do
If it's true
Would you say maybe
Yeah maybe
You will see I love you too
Oh how is it that you don't see all the lovely things
The things that I see
Won't you let me be the one to show you what I mean
The things that I see"
9362,"gadget","anew","These feelings embrace me, surrounds me
Quakes the ground under my feet
Knowing the past is never more live
Than within me
Like the picture of you in Italy
Two kids I never knew
And the story of how this begun
How I begun
Remembering another era lost,
Walks we took in spring
Your footprints in the snow
And mine inside your
I keep finding parts of me, that is you
But there is no-one else I'd rather be"
28633,"elizabeth-mitchell","this land is your land",""
289960,"billy-preston","praise god from whom all blessings flow",""
138943,"buck-owens","old faithful","I've said this was the last time a hundred times before
And the next time that you called I'd tell you off
I've promised me the luxury of showing you the door
Oh I could hardly wait till I could tell you to get lost
Yes I've rehearsed every word of just what I would say
Beginning with I've had it up to here
But I know I'd be lying and soon I'd feel like dying so old faithful is still here
Yes darling old faithful will come running old faithful will be there
When you hunger for the touch of someone who really feels love
Old faithful will be there
When you hunger for the touch of..."
183335,"del-amitri","long journey home","By the time you get to hear this I'll be long gone down the road
Without a toothbrush or a suitcase in a world I didn't know
By the time you get through college, by the time you learn to drive
I'll be picking thought the garbage of my life
By the time you get adjusted to your objectionable role
I'll be deleted, deselected from that very long street you know
When you've lost your sense of direction and burned every happiness you know
I'll have made my last connection on the long journey home
By the time you get to hear this you'll be completely alone
Counting down the hours to your destination on your long journey home"
218437,"andre-rieu","swinging bells of limburg","Verse 1:
There high up in the tower,
they hang there as a set
reliable and trusted,
the big bells and the small.
The small ones bring us happiness,
the big ones can be sad;
The wind ensures the chimes are heard
far across the fields.
Refrain:
Dear ringing bells of
Limburg, my homeland
Dear ringing bells that
strengthen our ties.
Let us just listen
to what is occurring
those sweet ringing bells
of Limburg, my land.
Bim-bam, bim-bam,
the bells of Limburg, my land.
Bim-bam, bim-bam,
the bells that strengthen our ties.
Verse 2:
We hear them oh so gladly,
those ever charming chimes
that ring to gently lead us
throughout our whole lifetime.
And when the bells fall silent,
then life seems bare and still
We wait with eager longing
to hear the bells again.
Refrain:"
67831,"eddy-arnold","wreck of the old 97","They gave him his orders at Monroe Virginia
Sayin' Steve you're way behind time
This is not '38 but this it's old '97
You must put her in Spencer on time
He turned around and said to his black greasy fireman
Just shovel on a little more coal
And when we cross that White Oak Mountain
You can watch old '97 roll
He was goin' down the grade makin' ninety miles an hour
His whistle broke into a scream
He was found in the wreck with his hand on the throttle
A scalded to death by the steam
It's a mighty rough road from Lynchburg to Danville
With a line on a three mile grade
It was on this grade that he lost his air brakes
And he see what a jump we made
He was goin' down the grade
So come on you ladies you must take a warning
From this time on and learn
Never speak harsh words to your true loving husband
He may leave you and never return"
7546,"behemoth","slaying the prophets ov isa","(music by Nergal)
ascend as empires burn
Conquistadors ov the promised land
Like the sons ov Anak
They shall rise from beyond the dawn
Rise as victorious trumpets call
Chimera, Geryon and Thee oh Sphinx!
Accompanied by Mars
Jupiter's rays in fearless eyes unrestrained
Astareth!
Bring forth the iron rain!
Hekate!
Bring forth plagues on an ever falling race!
lead: Nergal
Thou shalt restore the splendor of Sodom
Personificationov Gommorah art Thou
Iron-willed marching on ahead
With passion enraged threats torn asunder
Fill my veins with liquid iron
Armor chest and head with shining gold
That I may shake th fragile earth
May my will forever be unrestrained
Astareth!
Bring forth the iron rain!
Hekate!
Bring forth plagues on an ever falling race!
great architect
Charlatan ov fairy tales
Thou hast failed
Since the hour bastard spawn
Who was vomited forth
From a gasping wound ov a whore
Father forgive me not
For I have sinned
Now tremble and fear
And mercy have non upon me
Beggoten son I am not
Adversary ov Thy love
The outcast ov Thy paradise
Despised...
Nemesis!
As one we stand!
Divide and conquer!
And we shall own this fuckin' earth!
lead: Nergal
Lead: Seth
ELU AZIMECH!
ELU ALCHAMETH!
ELU AZIMECH!
HARIS-EL-SEMA!"
271151,"arc-iris","singing so sweetly",""
122097,"bill-miller","broken bottles","About three miles up that run down road
There's an old town dump with some fools gold
Just waiting for a bandit's hand to steal
What one soul lost I'd always find
It's wild what some folk leave behind
But a poor boys dreams can always make it real
[CHORUS:]
Cause I threw stones at broken bottles
I washed my hands in God's rainwater
I found treasure others wouldn't claim
I threw stones at broken bottles
Took what this life had to offer
And I let it shine when others make it rain
Let it shine when others make it rain
Let it shine, let it shine, let it shine
When others make it rain
While driving through the promised land
Out there in the drifting sand
I saw a boy who looked at lot like me.
As I rolled my window down
I yelled across that one-horse town
I said, don't give up boy, you've got the right to dream!
(REPEAT CHORUS)"
179903,"extol","the things i found","down below the voice of treachery
above the vile acts of cruelty
beyond the rims of our destiny fallen
a cruce salus
and still there are things I need to day
and always things I see myself do
yet in the end there's one truth only
freedom in its ultimate form
remove the fetters from your feet
and rise again to breathe the air anew
when body's broken
and when your clothes are torn
faith when the courage is crawling
and you're left there all alone
replace your heart with peace
and love your enemy
for today we walk together on
towards eternity"
16680,"the-chieftains","jimmy ma3 mhale sta3r",""
31198,"emmylou-harris","across the border","Uh, uh
It was the middle of June, me and my grand mama
Had some free time, flew to Panama
I was playin' the bar, sippin' a Margarita
When this chick from Argentina, her name Armenita
She told me you could make some fast cash
You help me change my name from Vasquez to your name
Take me to your domain
Trick, you must be out yo' brain
She said it's no game, my pops got tons of cocaine
And you could have some if you get me on your plane
I said here the dealie, you sound silly
Think hard, there gotta be another way to get you a green card
Hey ma, you wanna go wit' me?
I promise you, we gon' see the world
It 'id be like paradise, baby
Rosalie you don't know who I suppose to be
But whatever you wanna be? You can come go wit' me
Her last thoughts thinking I'mma get her a passport
Whatever you need ma, just ask for it
Now she lunch meat, she look at J like she home free
J, can you really get me in your country?
No lie, I can do whatever I mo' tie, so fly
Mami started offering me chochas
Certainly the way she flirt wit' me
If I get her in the US she work for free
Though she nice to me, I'm runnin' twice the G
For the right price, she could be a wife to me
Hey ma, you wanna go wit' me?
I promise you, we gon' see the world
It 'id be like paradise, baby
Hey girl, you wanna go wit' me?
I promise you, we gon' see the world
But if you cross me, you lost me forever, baby
I got a girl out in Asia, name Malaysia
Who was a real bad chick that owns a Bodega
She wanted me to save her and make her life greater
Cuz her dad hates her and rapes her
She tried to get some paper
When you wanna leave, I'mma take ya
In fact, pack ya things, I got a crib in Jamaica
Mami, mi casa a su casa
We could do the salsa so, que pasa?
She said she had money but it was all in trust funds
But I could get a lump sum if I can get her through customs
So bring the cake, we gon' swing outta state
I'mma make you dream when you awake
Yo Loon, sing the break, what
Hey ma, you wanna go wit' me?
I promise you, we gon' see the world
It 'id be like paradise, baby
In the middle of Nicaragua, met a mami named Talia
Weren't plain, then I caught a boat wit' this dumb dame
An immigrant, marry her, make her legitimate
Illiterate, mess wit' Hud, she don't consider it
She said pa, llevame contigo
Lean dough and I'mma pay yo' peoples
This retard chick started looking at me hard
She gassed up thinkin' I'mma get her a green card
And she don't know that she ain't coming wit' me
And I don't stuck up for some hundreds of G's
And while I see her standing there lookin' around
Huddy took the money, slid outta town, what? uh?
Hey ma, you wanna go wit' me?
I promise you, we gon' see the world
It 'id be like paradise, baby
Hey girl, you wanna go wit' me?
I promise you, we gon' see the world
But if you cross me, you lost me forever, baby
I mean this
Hey ma, you wanna go wit' me?
I promise you, we gon' see the world
It 'id be like paradise, baby
Hey girl, you wanna go wit' me?
I promise you, we gon' see the world
But if you cross me, you lost me forever, baby
I mean this
Hey ma, you wanna go wit' me?
I promise you, we gon' see the world
It 'id be like paradise, baby
Hey girl, you wanna go wit' me?
I promise you, we gon' see the world
But if you cross me, you lost me forever, baby
I mean this
Hey ma, you wanna go wit' me?
I promise you, we gon' see the world
It 'id be like paradise, baby"
